1,8A,5.048571428571429,14.145714285714286,0.56,0.53,16.607176071514285,1.5285714285714285,1.5285714285714285,0.8,0.0,14.0,0.19428571428571428,-60.0,0,230.4212261689176
2,8A,5.048571428571429,14.145714285714286,0.56,0.53,16.607176071514285,1.5285714285714285,1.5285714285714285,0.8,0.0,14.0,0.24,-60.0,0,230.9744830289432
3,8A,5.048571428571429,14.145714285714286,0.56,0.53,16.607176071514285,1.5285714285714285,1.3,0.8,0.0,14.0,0.24,-60.0,0,219.58778010893997
4,8A,5.048571428571429,14.145714285714286,0.56,0.53,8.6111283334,1.5285714285714285,1.3,0.8,0.0,14.0,0.24,-60.0,0,203.29211088979713
5,8A,4.3,14.145714285714286,0.56,0.53,8.6111283334,1.5285714285714285,1.3,0.8,0.0,14.0,0.24,-60.0,0,204.25702399141204
6,8A,4.3,14.145714285714286,0.56,0.53,8.6111283334,1.5285714285714285,1.3,0.8,0.0,14.0,0.24,-25.714285714285715,0,184.72670770541612
7,8A,4.3,12.3,0.56,0.53,8.6111283334,1.5285714285714285,1.3,0.8,0.0,14.0,0.24,-25.714285714285715,0,185.77748110265583
8,8A,4.3,12.3,0.56,0.41,8.6111283334,1.5285714285714285,1.3,0.8,0.0,14.0,0.24,-25.714285714285715,0,184.5057055458969
9,8A,4.3,12.3,0.56,0.41,8.6111283334,1.3,1.3,0.8,0.0,14.0,0.24,-25.714285714285715,0,183.12216940911838
10,8A,4.3,12.3,0.5942857142857143,0.41,8.6111283334,1.3,1.3,0.8,0.0,14.0,0.24,-25.714285714285715,0,183.16513329256685
11,8A,4.3,12.3,0.5942857142857143,0.41,8.6111283334,1.3,1.3,0.7428571428571429,0.0,14.0,0.24,-25.714285714285715,0,183.1623909174313
12,8A,4.3,12.3,0.5942857142857143,0.41,8.6111283334,1.3,1.3,0.7428571428571429,0.2857142857142857,14.0,0.24,-25.714285714285715,0,180.68257333204127
13,8A,4.3,12.3,0.5942857142857143,0.41,8.6111283334,1.3,1.3,0.7428571428571429,0.2857142857142857,20.857142857142858,0.24,-25.714285714285715,0,182.83312894044542
14,8A,4.861428571428571,12.3,0.5857142857142857,0.5,8.6111283334,1.4714285714285715,1.5285714285714285,0.8,0.0,26.0,0.2057142857142857,-60.0,0,218.68774014135846
15,8A,4.861428571428571,12.3,0.62,0.5,8.6111283334,1.4714285714285715,1.5285714285714285,0.8,0.0,26.0,0.2057142857142857,-60.0,0,218.73070402481284
16,8A,4.861428571428571,12.3,0.62,0.5,8.6111283334,1.4714285714285715,1.5285714285714285,0.8,0.0,26.0,0.16,-60.0,0,218.1774471647231
17,8A,4.861428571428571,12.3,0.62,0.62,8.6111283334,1.4714285714285715,1.5285714285714285,0.8,0.0,26.0,0.16,-60.0,0,219.449222721455
18,8A,5.61,12.3,0.62,0.62,8.6111283334,1.4714285714285715,1.5285714285714285,0.8,0.0,26.0,0.16,-60.0,0,218.4843096197996
19,8A,5.61,14.145714285714286,0.62,0.62,8.6111283334,1.4714285714285715,1.5285714285714285,0.8,0.0,26.0,0.16,-60.0,0,217.4335362225906
20,8A,5.61,14.145714285714286,0.62,0.62,8.6111283334,1.7,1.5285714285714285,0.8,0.0,26.0,0.16,-60.0,0,218.81707235937841
21,8A,5.61,14.145714285714286,0.62,0.62,8.6111283334,1.7,1.5285714285714285,0.8,0.0,19.142857142857142,0.16,-60.0,0,216.66651675098677
22,8A,5.61,14.145714285714286,0.62,0.62,8.6111283334,1.7,1.5285714285714285,0.7428571428571429,0.0,19.142857142857142,0.16,-60.0,0,216.66377437575233
23,8A,5.61,14.145714285714286,0.62,0.62,8.6111283334,1.7,1.5285714285714285,0.7428571428571429,0.2857142857142857,19.142857142857142,0.16,-60.0,0,214.18395679040935
24,8A,5.61,14.145714285714286,0.62,0.62,8.6111283334,1.7,1.5285714285714285,0.7428571428571429,0.2857142857142857,19.142857142857142,0.16,-25.714285714285715,0,194.65364050441934
25,8A,5.61,14.145714285714286,0.62,0.62,16.607176071514285,1.7,1.5285714285714285,0.7428571428571429,0.2857142857142857,19.142857142857142,0.16,-25.714285714285715,0,210.94930972359083
26,8A,5.61,14.145714285714286,0.62,0.62,16.607176071514285,1.7,1.3,0.7428571428571429,0.2857142857142857,19.142857142857142,0.16,-25.714285714285715,0,199.56260680351255
27,8A,5.048571428571429,13.684285714285714,0.5942857142857143,0.62,8.6111283334,1.3,1.5285714285714285,0.7571428571428571,0.2142857142857143,14.0,0.24,-34.285714285714285,0,198.0451093884471
28,8A,5.048571428571429,15.53,0.5942857142857143,0.62,8.6111283334,1.3,1.5285714285714285,0.7571428571428571,0.2142857142857143,14.0,0.24,-34.285714285714285,0,196.9943359912599
29,8A,5.048571428571429,15.53,0.56,0.62,8.6111283334,1.3,1.5285714285714285,0.7571428571428571,0.2142857142857143,14.0,0.24,-34.285714285714285,0,196.9513721077687
30,8A,5.048571428571429,15.53,0.56,0.62,8.6111283334,1.3,1.5285714285714285,0.7,0.2142857142857143,14.0,0.24,-34.285714285714285,0,196.9486297326543
31,8A,5.048571428571429,15.53,0.56,0.62,8.6111283334,1.3,1.5285714285714285,0.7,0.2142857142857143,14.0,0.24,0.0,0,177.4183134466719
32,8A,5.048571428571429,15.53,0.56,0.5,8.6111283334,1.3,1.5285714285714285,0.7,0.2142857142857143,14.0,0.24,0.0,0,176.14653788993581
33,8A,5.048571428571429,15.53,0.56,0.5,8.6111283334,1.3,1.5285714285714285,0.7,0.5,14.0,0.24,0.0,0,173.66672030453236
